Date;Tmax;Tmin;RR
19800101;-1.4;-0.7;5
19800102;-4;1;3
19800103;-4.1;0;0.5
19800104;-5.6;1;4.2
19800105;-1.6;0.4;3.5
19800106;-0.2;-0.5;4.7
19800107;0;-1.8;1.4
19800108;-0.6;-0.8;0
19800109;-4;-10.1;0
19800110;-3.6;-16.6;0
19800111;-3.2;-19;0
19800112;-5;-10.5;0
19800113;0.5;-11.2;0
19800114;-6.5;-15.5;0
19800115;0.1;-14.5;0
19800116;-3.2;-15;0
19800117;-2;-13.4;0
19800118;5;-13;0
19800119;0.6;-5.7;0
19800120;-3.6;-10;0
19800121;-1.1;-4.4;0
19800122;0.7;-7.2;8.4
19800123;0.9;-2.1;0
19800124;1;-3.8;7.5
19800125;0.1;-4;2.8
19800126;-0.5;-6.5;4.3
19800127;-1.5;-1.3;3.5
19800128;-3.4;2;0.6
19800129;-2.6;0.5;0
19800130;2.5;-0.5;6.7
19800131;6.1;-5.2;4.6
19800201;3;-10.3;0.8
19800202;1;-11.8;4.7
19800203;1.8;-6;30.5
19800204;2.5;-7.6;9.4
19800205;4.5;-6.4;14.8
19800206;4.5;-10.5;1.1
19800207;2;-12.3;7.4
19800208;4.5;-14;0
19800209;11.5;-9.3;0
19800210;4.7;-12.1;3.4
19800211;4;-13;0.4
19800212;4;-5;1.2
19800213;4.2;-1.8;0
19800214;3.5;-4.3;0
19800215;4.9;-3;0
19800216;0.4;-2.6;6.3
19800217;3.3;-4.8;0.2
19800218;1.8;-11;0
19800219;5.5;-1.8;0
19800220;8.1;-4;0
19800221;10;-7.5;0
19800222;10.9;-3.5;0
19800223;10.3;-2;0
19800224;11;-2.5;0
19800225;10.1;-2.9;0
19800226;10.4;1.2;0
19800227;8.4;1.2;0
19800228;2.6;1.8;0.4
19800229;-0.6;0.6;3.2
19800301;1.5;3.5;2
19800302;3;2;1
19800303;1.2;0;2.2
19800304;0.5;-0.5;0
19800305;6.4;1.4;0
19800306;8.7;-3.5;0
19800307;7;-5.5;5.6
19800308;2.5;-6.8;5.6
19800309;2.7;-5.6;0.8
19800310;4.2;-1.2;0.2
19800311;2;2;4.7
19800312;2.4;0.6;0.5
19800313;7;-0.9;0
19800314;12.2;-1;0
19800315;9.4;0.5;0
19800316;11.2;4;0
19800317;11.5;-0.8;0
19800318;12;-2.6;0
19800319;9.1;-3.5;0
19800320;2.1;-5.9;2.7
19800321;1.4;-0.8;0
19800322;11.6;-0.5;0
19800323;5.5;0.6;0.5
19800324;3.8;0.2;0
19800325;8.5;1.2;0
19800326;6.2;1;0
19800327;7.5;2.5;14.5
19800328;14;3;5.3
19800329;11.8;4.2;0.7
19800330;8;5.6;6.8
19800331;7.5;5.5;8.7
19800401;9.2;4;23.1
19800402;9.5;1.7;0.9
19800403;2.6;0.4;3.7
19800404;2.5;0.5;1
19800405;1;2.6;3
19800406;2.5;0;1.4
19800407;5.3;0.5;1.8
19800408;4.2;4;5.4
19800409;4.7;9;1.9
19800410;3.4;5;1.3
19800411;6.4;3;0
19800412;10.4;4.5;0
19800413;15.3;-0.8;0
19800414;17.2;0.5;0
19800415;19.9;3;0
19800416;20.5;-1.8;0
19800417;18.6;3.6;0
19800418;13.8;4.8;0.8
19800419;7.6;8.4;7.6
19800420;5;7;2.6
19800421;5.7;5;0.7
19800422;4.5;6.1;0.3
19800423;1.6;4.6;17.8
19800424;0.3;0.8;14.4
19800425;2.4;-1.9;0.8
19800426;3;-1;1
19800427;5.5;-2;0
19800428;8.6;-2.2;0
19800429;11.7;0;0.1
19800430;16.7;1.3;0
19800501;17.5;0.1;0
19800502;15.8;0.1;0
19800503;12.5;-2;0.3
19800504;6.7;1.9;1.9
19800505;10.5;6;0
19800506;17.2;6.1;0
19800507;16.4;3.6;0
19800508;20.2;4.2;5.8
19800509;10.6;8.5;3
19800510;13;6;0
19800511;17.5;5.2;0
19800512;18.5;7.8;0
19800513;17.2;9;0
19800514;14.5;11.6;0
19800515;12.5;12;0
19800516;14.4;10.2;0
19800517;14.7;11.8;1.3
19800518;11;13.7;5.1
19800519;16;9.6;4
19800520;14.5;9;1.9
19800521;16.6;9.1;4.3
19800522;13.5;8.7;0
19800523;15.9;9.4;0
19800524;14.9;4.2;0
19800525;14.3;7.6;0
19800526;19.2;1.2;0
19800527;23.3;2.6;0
19800528;16.9;1.6;10
19800529;20;7.1;0.4
19800530;16.2;6.9;0
19800531;13.1;9.2;2.2
19800601;13.1;11;4.4
19800602;14.5;12.5;0.3
19800603;17.7;10.8;0.7
19800604;15.9;12.5;2.5
19800605;20.1;9.7;0.1
19800606;21.8;9.7;0
19800607;20.8;11.3;1.3
19800608;21;13.5;0.5
19800609;24.1;12.3;0
19800610;20.2;10.8;15.1
19800611;19.8;8;0
19800612;23.7;10.2;0
19800613;26.6;9.1;0
19800614;31.5;9.5;0
19800615;23.6;8.7;0
19800616;20.1;3.9;0
19800617;21.6;6.6;9.8
19800618;17.8;9.7;3.4
19800619;18.5;10.1;5
19800620;13.5;9.1;1.8
19800621;14.2;8.5;12.6
19800622;16;3.8;1.9
19800623;14.3;7.5;9.8
19800624;18.7;11.8;12.3
19800625;15.2;14;0.2
19800626;17;12.7;3.7
19800627;13.1;12.7;2.7
19800628;14.1;12.2;21
19800629;12.5;6.6;20.5
19800630;13.4;4.9;2.1
19800701;18.1;1.2;7.9
19800702;10.5;2.4;25.5
19800703;10.7;2.6;13
19800704;16.5;4.8;0
19800705;18.6;4.3;0.5
19800706;19.5;11.1;2.3
19800707;19.5;11.6;2.9
19800708;21.8;11.2;9.2
19800709;12.5;10.5;19.8
19800710;14.7;9.5;5.4
19800711;11.7;10.6;7.4
19800712;12.8;12.2;8.9
19800713;11.2;8.1;9.1
19800714;17.2;7.8;7.4
19800715;17;11;3.1
19800716;14.8;11.8;2.9
19800717;15.5;12.1;0
19800718;17.5;13.1;1.4
19800719;16.4;12.8;2.2
19800720;21.4;12.9;22.1
19800721;14.1;12;42.6
19800722;9.5;8.9;7.1
19800723;21;7.9;0
19800724;23.2;7;0
19800725;24.7;6.2;0
19800726;25.6;10.3;0
19800727;23.2;10.4;1
19800728;19;8.2;14.8
19800729;23.7;8.3;24.6
19800730;19.5;10;2
19800731;21.6;11.2;0
19800801;23.5;12.6;0
19800802;27.8;11.5;0
19800803;29.5;7.8;0.6
19800804;25;5.5;2.2
19800805;25.5;9.7;0
19800806;22.2;12.5;0
19800807;24;11.2;0
19800808;19.3;9.2;1.7
19800809;20.2;10.2;1.4
19800810;20.9;10;0.2
19800811;22.2;8.1;0
19800812;19;12.2;20.4
19800813;15.9;8.9;0.1
19800814;19.5;5.5;0
19800815;24;10.8;0
19800816;22.7;9;0
19800817;22.5;6.7;0
19800818;22.5;12;0
19800819;23;12;13.8
19800820;16.8;7;1.4
19800821;23.6;11;0
19800822;18;11.4;0
19800823;12;10;0
19800824;12.2;15.4;0.2
19800825;15.5;13;0
19800826;20.7;15.2;0
19800827;23;16.5;0
19800828;22;16.5;0
19800829;19;12.5;1.5
19800830;18.9;10.7;16
19800831;14.2;9.5;25.1
19800901;11.2;10.1;3.4
19800902;15.2;10.8;0
19800903;19.5;8.3;0
19800904;21.8;10.7;0
19800905;25;10.1;5.2
19800906;17.5;7.2;0
19800907;19.7;5.6;0
19800908;19.5;7.4;0
19800909;14;2.2;2.5
19800910;13;3.4;13.6
19800911;14.4;4.7;7.2
19800912;17;7.8;1
19800913;15.5;7.8;1
19800914;12.2;7.1;7
19800915;13.5;5.8;0
19800916;17.5;8.6;0
19800917;18.8;14;0.4
19800918;18.2;12;0
19800919;21.8;13.8;0
19800920;22;10.3;0
19800921;21.2;6.2;0
19800922;22.8;6.8;0
19800923;19;8.6;0.2
19800924;15;8;0
19800925;14.8;8.1;0
19800926;15.8;5;0
19800927;16.9;3.2;0
19800928;16.5;1.2;0
19800929;15.3;-0.6;0
19800930;12.6;2;0
19801001;13.7;7.8;0
19801002;9.6;4.5;1.1
19801003;12;4.6;0
19801004;15.5;7;0.4
19801005;11.9;10.1;0.3
19801006;11.9;8.4;0
19801007;16.5;6.8;15.5
19801008;13.5;6.4;6.7
19801009;7.5;3.3;1.4
19801010;7.5;3.8;2.7
19801011;9.7;5.3;3.1
19801012;7.6;1.8;16.7
19801013;6.2;0;13.4
19801014;5;-1;0.2
19801015;7.8;4.1;0.4
19801016;17.2;1.4;0
19801017;20;-0.2;0.2
19801018;12.2;2;0.5
19801019;7.8;2.6;0.3
19801020;2.6;0.5;0.9
19801021;9.2;4.5;0
19801022;15.2;2.7;0
19801023;14.5;4.3;1
19801024;12;5.1;10.2
19801025;7.8;5;6.9
19801026;7.5;6.2;0
19801027;9.6;5.2;0
19801028;16.6;1.5;0
19801029;14.5;9.7;2.6
19801030;7.5;6.3;2.1
19801031;7;3.7;0
19801101;3.6;2.5;0.3
19801102;-0.5;3.8;0.4
19801103;-0.2;-0.5;0
19801104;-1;0.5;0
19801105;-2;4;0.6
19801106;1;1.7;4.1
19801107;0;0;0.2
19801108;6.1;-1.5;0.5
19801109;10;-1;0
19801110;4.5;-2;0
19801111;1.5;-4.2;0
19801112;-0.1;3.2;1.4
19801113;-1.4;3.1;0.5
19801114;0;0;0.6
19801115;2.5;-1.8;16.4
19801116;8.9;1.7;6.5
19801117;12.2;-2.5;0
19801118;6.3;1.8;3.5
19801119;6.2;-0.6;3.3
19801120;10.5;1;0
19801121;10;0.2;0
19801122;11.5;1.4;0
19801123;8.5;0.5;0
19801124;10.7;0.3;0
19801125;6;-1;0
19801126;4.8;4.5;1.7
19801127;1.5;5.5;0
19801128;-1.2;2.5;3.8
19801129;-1.2;-0.7;4.2
19801130;-2;-1;5.2
19801201;-4.2;-1.6;0
19801202;-8;-2.7;1.9
19801203;-5;-2.8;4.7
19801204;-5;1.3;8.5
19801205;-4.7;4.5;25.4
19801206;0.2;2.2;7.4
19801207;-1.2;0.3;0.2
19801208;-8.6;-0.4;0.7
19801209;-6;2;0.2
19801210;-3.5;-1;0
19801211;2;-2.2;0.3
19801212;1;-4.4;0
19801213;1;-5;4
19801214;3.8;-3.1;4.5
19801215;5;-2.7;5.8
19801216;2.5;-4.5;0
19801217;4;-8.6;0
19801218;-1.6;-2.4;2.7
19801219;2;-2;0
19801220;-1;-1.6;0
19801221;1.6;-1;1.6
19801222;0.7;-3.4;3.2
19801223;2.2;-4.6;10.3
19801224;4.8;-6.5;1.9
19801225;4.2;-8;4.4
19801226;3;-7.8;1.7
19801227;-0.1;-9;0.2
19801228;0.2;-5.2;0
19801229;-4.5;-4.5;0
19801230;-3.4;-4.5;0
19801231;-2.1;-9.5;0
19810101;1;-6.5;5.9
19810102;-0.5;-3.5;25.2
19810103;3.1;-2.2;24
19810104;1.6;-3.5;8.7
19810105;-0.8;-4.4;7.5
19810106;-3.2;-6.3;1.6
19810107;-7.4;-4.9;0.5
19810108;-7;-3.5;0
19810109;-7;-0.8;0
19810110;-3;-4.1;0.3
19810111;-0.5;-4.4;0
19810112;-2.8;-10;0.6
19810113;-4.2;-13.1;0.3
19810114;-4.5;-10.6;30.2
19810115;0.2;-12.6;5
19810116;-3.2;-3.3;11.2
19810117;0.5;-7.9;22.6
19810118;0.4;-13.6;2.1
19810119;-0.3;-12.3;17.3
19810120;-0.3;-12.5;4.1
19810121;-1.2;-10.8;0.3
19810122;-1.4;-7.3;0
19810123;-2;-7.6;0
19810124;0;-2;0
19810125;-5.4;-6.3;9.2
19810126;-0.9;-7.6;0.9
19810127;-3.1;-11.7;0
19810128;-4.2;-14.7;0
19810129;1;-8.5;0
19810130;-1.2;-5.7;0
19810131;-0.6;0.8;0
19810201;1.1;-0.3;0
19810202;2.5;-1.4;0
19810203;3.5;-3.2;12.2
19810204;1.1;-3;9.1
19810205;-0.6;-4.5;6.2
19810206;-0.6;-4.2;13.3
19810207;3;-1.3;5.7
19810208;4.1;-1.6;1.7
19810209;7.7;0;0
19810210;2.6;0.3;1.5
19810211;-0.3;-2.2;0.7
19810212;-1.4;0.8;1.6
19810213;-2.2;0.1;0.3
19810214;-0.6;0.6;0.3
19810215;-1;-1.2;0
19810216;3;-2.6;0
19810217;1.7;-1.6;0
19810218;-1.5;-4.3;0.7
19810219;-1.2;-4.2;0.5
19810220;-2.4;0.2;0.6
19810221;0.6;-1;0.2
19810222;-1.2;-1.1;0
19810223;0.6;-1.8;3.8
19810224;-0.6;-4.1;2.4
19810225;6.5;-0.7;0
19810226;6;-3.7;0
19810227;3;-1.6;0
19810228;5;1.2;0
19810301;-0.5;-0.6;1.9
19810302;8;-0.7;0.7
19810303;4.5;-0.7;1.7
19810304;1.4;0.8;0.1
19810305;1.3;-3.1;0
19810306;5.6;-1.4;2.1
19810307;9.8;-2.1;0
19810308;10.5;-0.4;1.5
19810309;9.5;-1;16.6
19810310;8.5;-0.8;19.8
19810311;10.9;-0.2;16.4
19810312;12.2;-0.7;3.7
19810313;7.5;6.1;5.3
19810314;7.5;5.4;1.5
19810315;8.6;5.2;0
19810316;4;3.4;5.3
19810317;6.6;0.2;5.8
19810318;2.8;-0.4;1.1
19810319;2.7;-0.7;0
19810320;9.3;-3.6;0
19810321;12.5;-3.6;0
19810322;15.4;-5;0
19810323;13.7;-2.6;12.1
19810324;13.6;0.8;8.6
19810325;10.6;1;3
19810326;15;0.2;5.7
19810327;11.5;1;0
19810328;17.6;-3.2;0
19810329;20.3;-0.5;0
19810330;19;2.5;0
19810331;18.5;3.1;0
19810401;23.8;1.6;0
19810402;22.5;6.4;0
19810403;16.9;4.8;0
19810404;14.7;3.5;0.3
19810405;9.5;3.6;0
19810406;15.9;5;0
19810407;18;5.2;0
19810408;18.2;9.4;2.8
19810409;14.5;2.9;2.2
19810410;17.5;3.9;0
19810411;18.5;7.5;0
19810412;21.5;7.3;0
19810413;21.6;4.3;0.3
19810414;20.5;5.2;0
19810415;19.2;8.5;0
19810416;14;6.5;0
19810417;6.5;3.1;0
19810418;5.8;7.6;0
19810419;5.8;5.6;0
19810420;9.5;4.2;0
19810421;10.8;5;0
19810422;9.2;7.6;0
19810423;9.6;8.1;0
19810424;8;5.5;0
19810425;14;7.2;0
19810426;19.6;5.3;4.4
19810427;8.8;5.6;6.2
19810428;6.7;2.1;1.8
19810429;6.5;7.2;6.9
19810430;7.4;6.6;32.4
19810501;8;5.5;7.7
19810502;8;5;0.1
19810503;10;7;0
19810504;8;5.5;5.5
19810505;8.2;6.3;1.9
19810506;10.5;11;0.2
19810507;18;8.5;0
19810508;19.2;5.3;0
19810509;23.4;2.6;0
19810510;24.6;4.3;0
19810511;22.4;2.7;0.2
19810512;22;3.4;0.4
19810513;15.9;2.9;0.1
19810514;16.5;6.8;0
19810515;20;6.6;0.7
19810516;20;4.5;0
19810517;11.6;1.9;2.6
19810518;18.5;5.1;0
19810519;23;1.9;0
19810520;23.5;6.1;0
19810521;25;5.6;0
19810522;15.5;6;33.1
19810523;17.4;5.3;0
19810524;15.2;5;2.6
19810525;23.3;5;0
19810526;20.2;6.5;0.1
19810527;13.8;6.7;4.7
19810528;16.8;4.5;0
19810529;15.6;4.2;2.2
19810530;21.5;3.2;0
19810531;26.5;0.1;0
19810601;29;8.8;0
19810602;29.6;9;0
19810603;31;9.1;0
19810604;23.2;8.7;2.7
19810605;15.6;9.1;0.2
19810606;20;9.5;0
19810607;22;8.6;0.8
19810608;19.5;12.8;3.5
19810609;27.5;8.2;10
19810610;18.6;8.6;0.9
19810611;23.5;8.5;0
19810612;23.5;8;0
19810613;20;8.3;0
19810614;24.1;9.1;0
19810615;25.2;4.8;7
19810616;20.5;4.1;3
19810617;14.7;8.5;0
19810618;12.1;8.3;8.5
19810619;8.4;10.3;0.5
19810620;14.1;12.4;0.4
19810621;10.4;9.8;6.6
19810622;14.3;12.1;0.9
19810623;17.5;12;1.6
19810624;18;9.2;5.4
19810625;19.7;10.1;0
19810626;21.9;15.3;2.4
19810627;24;14.9;0
19810628;28.7;11;0
19810629;23;7.1;0
19810630;14.1;9.2;0
19810701;19;12.1;0
19810702;26.7;12.8;0
19810703;25.7;12.8;6.6
19810704;16.3;12.2;3.1
19810705;20.2;7.1;0
19810706;22.4;5.6;4.5
19810707;22.2;2.1;5.4
19810708;24.8;7;0
19810709;25.6;8.9;0
19810710;25.8;8.4;0
19810711;26.5;9.4;0.8
19810712;21.3;11.2;7.9
19810713;19.7;10.1;2.3
19810714;17.7;7.8;7.2
19810715;18.6;11;2.5
19810716;18.5;10.1;0.2
19810717;20.9;9.6;12.9
19810718;15;9.4;22.9
19810719;12;9.3;41.6
19810720;10.6;10.1;19.6
19810721;13.4;9;7.5
19810722;19.9;7;4
19810723;26.5;7.4;0
19810724;22.5;8.4;12.4
19810725;14.9;7.3;12.6
19810726;14.4;8.5;2.5
19810727;13.9;9.5;9.2
19810728;14.9;13.3;0.2
19810729;18.8;8.3;0
19810730;22.7;5;0
19810731;23.6;4.3;0
19810801;27;6.3;0
19810802;31.1;10.1;0
19810803;27;10.8;0
19810804;24;5.6;6.1
19810805;27.8;12.4;0
19810806;28.3;11.7;0
19810807;26;14.4;0
19810808;27.3;13.6;0
19810809;23.4;15.5;18.4
19810810;18.6;14;1
19810811;21.5;15.5;0
19810812;21.4;10.2;0
19810813;23;8.8;0
19810814;24.8;5.5;0
19810815;26;9.3;0
19810816;26.2;8.4;1
19810817;19.2;6.2;0
19810818;18.6;8.2;0
19810819;20.7;8.4;0
19810820;20.5;9.5;10.4
19810821;15.5;8.6;1.1
19810822;17;7.4;11.6
19810823;12.4;8.4;2.7
19810824;15.9;9;0.7
19810825;15.4;10.1;0
19810826;15.6;6.8;1.4
19810827;15.4;9.6;2.7
19810828;17.8;13.1;1
19810829;16.8;11.4;0
19810830;18.5;10.5;0
19810831;21;10.8;1.9
19810901;14.6;11.6;0.1
19810902;17.7;10.8;0
19810903;17;10.5;0.2
19810904;20;11;0
19810905;21.5;12.7;0
19810906;22.5;10.8;0
19810907;25;10.2;0
19810908;24;6.5;8
19810909;16.8;8.5;4
19810910;21;5.6;0.2
19810911;18.5;6.5;13.3
19810912;22.2;6.4;0
19810913;15.5;6.1;23.4
19810914;13.8;8.2;3.9
19810915;14.6;12.5;0.2
19810916;12.5;9.5;10.9
19810917;15.5;10.3;0.2
19810918;19.8;10.5;0
19810919;12.8;15.1;9.2
19810920;19.4;12.8;0
19810921;26.5;9.8;0
19810922;26.3;8.9;0.3
19810923;16.9;5.6;5.1
19810924;19;4.5;8.1
19810925;13.5;6.3;5.1
19810926;23;9.1;0
19810927;19.5;7.2;0
19810928;19.4;9.2;7.6
19810929;12;9;5.4
19810930;9.8;13.5;6
19811001;18.5;10.5;0
19811002;19.8;9.1;0
19811003;15.7;8.7;0
19811004;13;8.7;0
19811005;19;6.6;0
19811006;25;8.4;8.5
19811007;16.3;14;0
19811008;16;6.9;0
19811009;19.5;3.3;2.4
19811010;12.8;5.3;48.4
19811011;10.6;3.5;8.5
19811012;5.5;3.5;7.8
19811013;7.4;6.5;3.3
19811014;6.7;3;8.9
19811015;11.3;1;24.8
19811016;10.4;0.5;0.1
19811017;13;4;0.1
19811018;18.7;1.9;5
19811019;10.7;-0.1;0
19811020;14.6;0.1;0
19811021;12.6;2.1;2.3
19811022;6;0.5;13.9
19811023;3.5;0.3;0.5
19811024;5.4;4;0.6
19811025;5.4;2.8;0
19811026;10.7;5.5;0
19811027;7.5;4.1;16.1
19811028;2.5;7;2
19811029;9.5;3.9;5.8
19811030;6.5;1.5;25
19811031;11.4;1.6;7.8
19811101;11.4;0.6;4.8
19811102;11.2;3.1;0.4
19811103;11.7;-0.5;0
19811104;8.8;-0.1;0.6
19811105;9;-1.3;2.2
19811106;3.5;-0.5;5.4
19811107;2.1;-1.5;0.8
19811108;-1.2;-1.5;1.7
19811109;-0.5;-1;1.5
19811110;0;1;0.2
19811111;-0.4;0.6;2.8
19811112;0;0.8;2.9
19811113;2.7;2.5;15.7
19811114;0.8;0.5;3.4
19811115;-0.3;3.1;1.5
19811116;1.4;2;0
19811117;2.8;1.5;0
19811118;1.4;0.2;1
19811119;5;0.1;9
19811120;10.2;-3.5;0.1
19811121;7.9;-3.5;4.2
19811122;9.5;-3.6;1.3
19811123;10.5;-8.6;2
19811124;8;-1.2;0
19811125;2.2;-0.8;4.6
19811126;-0.5;-1;20.2
19811127;1.6;2.3;11
19811128;3.9;3;3.5
19811129;0;-0.8;3.4
19811130;0.4;-1.2;31.2
19811201;-0.2;0.5;5.7
19811202;-1;1.7;0.8
19811203;1.2;0.8;4
19811204;-0.2;1.9;22
19811205;-0.1;7;10.1
19811206;-1.3;-1.4;13.3
19811207;-0.2;-3.1;25.3
19811208;3.5;-7.6;15.2
19811209;3;-7.6;14.4
19811210;-0.1;-0.9;3.8
19811211;2.6;1;24.7
19811212;2.8;5.9;2.1
19811213;-4.6;3.4;0.7
19811214;1.8;-10.4;16.3
19811215;0.8;-12.3;12.5
19811216;0.1;-16.8;3
19811217;-4.5;-18.3;0.8
19811218;0.8;-15.2;1.1
19811219;-0.2;-12;5.2
19811220;-9.6;-8.2;1.5
19811221;-3.8;-6.6;0
19811222;2.4;-8.3;0
19811223;-3.1;-10.8;0
19811224;2.3;-14;1.4
19811225;-2;-14.7;1.6
19811226;-2.2;-15.5;0.7
19811227;-0.6;-8.2;0
19811228;1.8;-5.5;0
19811229;4;-8;0
19811230;7.6;-5.5;0.8
19811231;5.5;-4.5;3.4
19820101;4.3;-0.9;0.9
19820102;1.8;-5.5;0.9
19820103;2.6;-11.6;0.4
19820104;4;-9.6;3.7
19820105;5.3;-13.4;26.1
19820106;4.7;-11.1;8.8
19820107;-7.3;-5.4;0
19820108;-9.5;-3.1;0.5
19820109;-8;-5.7;9
19820110;-6.7;-7.9;0
19820111;-0.5;-2.8;8.9
19820112;-1;0;0
19820113;-0.1;-0.8;0
19820114;3.4;-1.1;0
19820115;5.5;-2.9;0
19820116;-2;-5.7;0
19820117;-0.2;-4.6;0
19820118;2.5;-9.9;0
19820119;-0.5;-4.9;0
19820120;-6;0.1;0
19820121;-6.2;1.5;0
19820122;-3.3;-1.9;1.7
19820123;-0.2;-2.1;0
19820124;-0.5;-2.5;1.4
19820125;-1;0.5;0.2
19820126;-1.7;1.8;5.1
19820127;0.7;-0.5;0.3
19820128;0.6;-3.8;7.4
19820129;0.5;-8.8;15.8
19820130;3.2;-11.5;36.5
19820131;3.3;-12.3;5.2
19820201;1;-16.5;0
19820202;-0.8;-11;0
19820203;2.5;-9.2;0
19820204;0;-7.5;0
19820205;2.3;-4.7;0
19820206;2.4;-2;1.5
19820207;2.1;-0.6;0
19820208;5.1;-1.2;2.5
19820209;2.5;-0.5;0
19820210;9.4;-3;0
19820211;7.9;-5.6;0
19820212;4.9;-3.1;0
19820213;5.7;-1.3;0
19820214;0.3;-5.5;0
19820215;3.8;-8.2;0
19820216;3.3;-8.1;0
19820217;7.6;-2.1;0
19820218;2;-3.6;0
19820219;-1.1;-2.5;0
19820220;1.3;-0.6;0
19820221;3;-3;0
19820222;-2.2;-6.2;0
19820223;2.5;-7.5;0.2
19820224;0.3;-7.6;0.5
19820225;-2.8;-9.6;3.7
19820226;-3;-8.9;1.4
19820227;-1.7;-5.4;0
19820228;1.9;-6.2;1.5
19820301;4.5;-2.5;0.6
19820302;5;-2.8;5.4
19820303;5.8;-3.5;0.1
19820304;7;-1.6;0
19820305;6.3;0.5;0
19820306;3.4;-4.1;0.2
19820307;6.9;-7.5;0
19820308;9.5;-10;0
19820309;7;-5.5;0
19820310;8.8;-1.7;9.6
19820311;3.4;1.5;10.8
19820312;3.9;-1.7;6.1
19820313;3.5;-7.7;1.9
19820314;3.5;-12.5;0
19820315;8.2;-16.2;0
19820316;12;-7.3;0
19820317;11.5;-7.7;4
19820318;4;-6.4;3
19820319;1;-7.6;7.3
19820320;4.8;-10.8;0.3
19820321;4.7;-8.2;0.3
19820322;6.5;-4.6;0.3
19820323;5;-7.7;0.5
19820324;10;-6.7;0
19820325;10.3;-6;0
19820326;13.7;-6.2;0
19820327;18.1;-6.2;0
19820328;15;-0.5;0
19820329;7.8;-1.8;4.5
19820330;13;3.9;0.9
19820331;8.6;3.6;0
19820401;15.2;0.2;0
19820402;15.6;-1;0
19820403;8.4;-0.4;0.5
19820404;13.6;-0.1;0
19820405;19.1;-0.6;0
19820406;18.5;0.4;3.3
19820407;10.5;-1;4.2
19820408;12.1;0;7
19820409;5;0.4;0
19820410;1.6;-1;6
19820411;6.2;-2.7;0.9
19820412;3;-2;0.2
19820413;6;-0.4;0
19820414;8.2;-2.6;0
19820415;11.1;1.8;0
19820416;14.6;2.8;0
19820417;11.4;1.4;0.4
19820418;9.5;12.5;0.3
19820419;9;6.8;0
19820420;10.3;9.6;0
19820421;9.5;4.9;0
19820422;11;7.1;0
19820423;9.5;6;0
19820424;10;8.5;1.5
19820425;10.2;9.8;0
19820426;8.8;6.3;0.2
19820427;8;5.8;0
19820428;9.6;1.2;0
19820429;7;0.9;5.6
19820430;6.5;-0.7;1.6
19820501;3.2;-3.6;4.9
19820502;7.8;-0.7;0
19820503;16.1;-0.6;0
19820504;22.5;-1.5;0
19820505;22.1;4.7;1.9
19820506;13.4;3.6;9.5
19820507;9;9.8;0.8
19820508;13;7.9;0.5
19820509;13.7;8.2;0.1
19820510;17;8.2;13.1
19820511;12;4.9;0
19820512;17.7;3.3;0
19820513;18.4;2.8;0
19820514;20;5;0
19820515;21.2;2.6;0
19820516;23.3;3.2;0
19820517;24.6;4.5;0
19820518;23.7;7;0
19820519;20.3;4.6;1.5
19820520;22.1;6;2.9
19820521;18.5;0;0.3
19820522;20;6.6;4.9
19820523;18.3;5.6;8.3
19820524;11.8;5.1;0.9
19820525;17.7;4.3;0
19820526;23.5;4;0
19820527;25;1.3;0
19820528;19.5;6.3;1.2
19820529;18.8;6.5;0
19820530;20.5;5.8;0
19820531;25.6;3.6;0
19820601;27.8;2.4;0
19820602;29;2.1;0
19820603;28.5;2.1;0
19820604;28.9;-0.7;0
19820605;28.5;-0.3;0
19820606;25.9;3;0
19820607;19.8;0.2;2.9
19820608;23.5;3.9;0
19820609;24.1;2.4;0
19820610;24;8.7;0
19820611;25;8.4;23
19820612;17;6;12.1
19820613;14.4;5.2;5.4
19820614;12;9.3;4.7
19820615;14;10.3;0.2
19820616;12;14.7;7.6
19820617;15;15.1;0
19820618;19.5;12.7;4.2
19820619;18.6;13.6;6.7
19820620;19;13.1;0
19820621;19.6;9.3;0
19820622;22.5;10.7;6.4
19820623;17;11;10
19820624;21;13.9;0
19820625;26;12.5;0.2
19820626;20.1;7.2;16.1
19820627;16.5;8;4.3
19820628;17.4;5.3;5.6
19820629;16.8;4.5;4.2
19820630;16.4;3;4
19820701;18;0.6;0.2
19820702;24;7;0
19820703;25.8;7.3;4.9
19820704;19.3;3.7;3.8
19820705;20.7;4.5;0
19820706;20.7;4.6;0
19820707;20.9;3.6;0
19820708;22.7;2.7;0
19820709;24.6;6;0
19820710;26.2;8.4;0
19820711;26.5;13.5;0
19820712;25.5;13.2;0
19820713;24.6;8.5;0.1
19820714;26.8;7.7;0
19820715;27.7;10.5;3.3
19820716;28;11.2;0
19820717;21;12.2;2.1
19820718;21;10.5;0
19820719;21.6;7.4;0
19820720;28;8.8;0
19820721;28.6;12.3;0
19820722;26.8;14.2;19.6
19820723;22;10;8.7
19820724;19.8;9.5;0.9
19820725;16.1;11.5;10.9
19820726;19;13.5;1.6
19820727;17.7;14;0.3
19820728;20;14.5;0
19820729;23.8;11.6;0
19820730;26.5;10.5;0
19820731;26.1;10.5;33.8
19820801;20.5;8.5;0
19820802;25.7;11.8;0
19820803;26.5;15;24.4
19820804;23.5;13;0.2
19820805;24;15.4;0
19820806;24.4;13.4;5.9
19820807;21;9.2;1.3
19820808;20;9.1;0
